"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year"
"3095",41306,"20:00:18","1",2014-04-01 20:00:18.974,NA,NA,NA,NA,9.40500020980835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3096",41307,"20:02:07","1",2014-04-01 20:02:07.637,NA,NA,NA,NA,3.12899994850159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3097",41308,"20:03:35","1",2014-04-01 20:03:35.506,NA,NA,NA,NA,43.2630000114441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3098",41309,"20:04:29","1",2014-04-01 20:04:29.601,NA,NA,NA,NA,95.5020000934601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3099",41310,"20:06:08","1",2014-04-01 20:06:08.292,NA,NA,NA,NA,86.180999994278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3100",41311,"20:08:45","1",2014-04-01 20:08:45.897,NA,NA,NA,NA,4.30599999427795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3101",41312,"20:09:07","1",2014-04-01 20:09:07.901,NA,NA,NA,NA,21.8699998855591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3102",41313,"20:13:14","1",2014-04-01 20:13:14.94,NA,NA,NA,NA,4.10899996757507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3103",41314,"20:16:39","1",2014-04-01 20:16:39.51,NA,NA,NA,NA,266.804000139236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3104",41315,"20:22:20","1",2014-04-01 20:22:20.438,NA,NA,NA,NA,46.3470001220703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3105",41316,"20:23:29","1",2014-04-01 20:23:29.99,NA,NA,NA,NA,345.623000144958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3106",41317,"20:29:27","1",2014-04-01 20:29:27.253,NA,NA,NA,NA,1.8600001335144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3107",41318,"20:30:14","1",2014-04-01 20:30:14.611,NA,NA,NA,NA,133.115999937057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3108",41319,"20:33:46","1",2014-04-01 20:33:46.157,NA,NA,NA,NA,8.01099991798401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3109",41320,"20:34:41","1",2014-04-01 20:34:41.681,NA,NA,NA,NA,7.46500015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3110",41321,"20:37:09","1",2014-04-01 20:37:09.696,NA,NA,NA,NA,5.84699988365173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3111",41322,"20:37:42","1",2014-04-01 20:37:42.036,NA,NA,NA,NA,9.71300005912781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3112",41323,"20:38:51","1",2014-04-01 20:38:51.996,NA,NA,NA,NA,25.2720000743866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3113",41324,"20:39:24","1",2014-04-01 20:39:24.507,NA,NA,NA,NA,7.87100005149841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3114",41325,"20:46:30","1",2014-04-01 20:46:30.351,NA,NA,NA,NA,5.80599999427795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3115",41326,"20:46:39","1",2014-04-01 20:46:39.687,NA,NA,NA,NA,3.49499988555908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3116",41327,"20:59:58","1",2014-04-01 20:59:58.066,NA,NA,NA,NA,138.234000205994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,20,"Tuesday",13
"3117",41328,"21:05:22","1",2014-04-01 21:05:22.901,NA,NA,NA,NA,88.6679999828339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3118",41329,"21:10:59","1",2014-04-01 21:10:59.556,NA,NA,NA,NA,46.5020000934601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3119",41330,"21:12:02","1",2014-04-01 21:12:02.516,NA,NA,NA,NA,2.85199999809265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3120",41331,"21:12:33","1",2014-04-01 21:12:33.76,NA,NA,NA,NA,17.7250001430511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3121",41332,"21:13:09","1",2014-04-01 21:13:09.822,NA,NA,NA,NA,36.9300000667572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3122",41333,"21:18:24","1",2014-04-01 21:18:24.381,NA,NA,NA,NA,1.46599984169006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3123",41334,"21:18:46","1",2014-04-01 21:18:46.95,NA,NA,NA,NA,31.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3124",41335,"21:22:20","1",2014-04-01 21:22:20.351,NA,NA,NA,NA,33.5679998397827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3125",41336,"21:24:02","1",2014-04-01 21:24:02.085,NA,NA,NA,NA,1.45899987220764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3126",41337,"21:25:42","1",2014-04-01 21:25:42.046,NA,NA,NA,NA,57.9409999847412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3127",41338,"21:27:47","1",2014-04-01 21:27:47.079,NA,NA,NA,NA,182.598000049591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3128",41339,"21:32:47","1",2014-04-01 21:32:47.582,NA,NA,NA,NA,516.99799990654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3129",41340,"21:43:39","1",2014-04-01 21:43:39.326,NA,NA,NA,NA,54.3670001029968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3130",41341,"21:45:18","1",2014-04-01 21:45:18.24,NA,NA,NA,NA,2.46500015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3131",41342,"21:45:53","1",2014-04-01 21:45:53.108,NA,NA,NA,NA,91.3090000152588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3132",41343,"21:47:55","1",2014-04-01 21:47:55.424,NA,NA,NA,NA,4.69099998474121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3133",41344,"21:48:08","1",2014-04-01 21:48:08.905,NA,NA,NA,NA,49.7530000209808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3134",41345,"21:53:12","1",2014-04-01 21:53:12.848,NA,NA,NA,NA,89.074000120163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3135",41346,"21:56:20","1",2014-04-01 21:56:20.436,NA,NA,NA,NA,46.7339999675751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3136",41347,"21:58:32","1",2014-04-01 21:58:32.19,NA,NA,NA,NA,28.4960000514984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"3137",41348,"22:00:32","1",2014-04-01 22:00:32.339,NA,NA,NA,NA,8.71700000762939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3138",41349,"22:02:57","1",2014-04-01 22:02:57.201,NA,NA,NA,NA,129.03200006485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3139",41350,"22:05:53","1",2014-04-01 22:05:53.312,NA,NA,NA,NA,47.0629999637604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3140",41351,"22:07:50","1",2014-04-01 22:07:50.634,NA,NA,NA,NA,28.0060000419617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3141",41352,"22:13:58","1",2014-04-01 22:13:58.641,NA,NA,NA,NA,56.6549999713898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3142",41353,"22:14:59","1",2014-04-01 22:14:59.006,NA,NA,NA,NA,445.339999914169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3143",41354,"22:27:29","1",2014-04-01 22:27:29.134,NA,NA,NA,NA,25.7879998683929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3144",41355,"22:29:28","1",2014-04-01 22:29:28.655,NA,NA,NA,NA,21.5840001106262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3145",41356,"22:30:26","1",2014-04-01 22:30:26.25,NA,NA,NA,NA,5.05000019073486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3146",41357,"22:32:08","1",2014-04-01 22:32:08.772,NA,NA,NA,NA,33.3239998817444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3147",41358,"22:34:49","1",2014-04-01 22:34:49.417,NA,NA,NA,NA,22.9549999237061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3148",41359,"22:36:24","1",2014-04-01 22:36:24.164,NA,NA,NA,NA,17.1819999217987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3149",41360,"22:39:41","1",2014-04-01 22:39:41.174,NA,NA,NA,NA,59.3029999732971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3150",41361,"22:41:00","1",2014-04-01 22:41:00.141,NA,NA,NA,NA,239.451999902725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3151",41362,"22:47:19","1",2014-04-01 22:47:19.392,NA,NA,NA,NA,35.3540000915527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3152",41363,"22:49:43","1",2014-04-01 22:49:43.579,NA,NA,NA,NA,22.9930000305176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3153",41364,"22:51:02","1",2014-04-01 22:51:02.148,NA,NA,NA,NA,21.2330000400543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3154",41365,"22:53:11","1",2014-04-01 22:53:11.97,NA,NA,NA,NA,12.3970000743866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3155",41366,"22:54:04","1",2014-04-01 22:54:04.535,NA,NA,NA,NA,64.3159999847412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3156",41367,"22:58:03","1",2014-04-01 22:58:03.926,NA,NA,NA,NA,49.3429999351501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3157",41368,"22:59:38","1",2014-04-01 22:59:38.167,NA,NA,NA,NA,54.7649998664856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,22,"Tuesday",13
"3158",41369,"23:03:18","1",2014-04-01 23:03:18.688,NA,NA,NA,NA,97.9580001831055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,23,"Tuesday",13
"3159",41370,"23:06:45","1",2014-04-01 23:06:45.825,NA,NA,NA,NA,9.27199983596802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,23,"Tuesday",13
"3160",41371,"23:15:17","1",2014-04-01 23:15:17.819,NA,NA,NA,NA,131.321000099182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,23,"Tuesday",13
"3161",41372,"23:17:34","1",2014-04-01 23:17:34.905,NA,NA,NA,NA,387.851999998093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,23,"Tuesday",13
"3162",41373,"23:24:14","1",2014-04-01 23:24:14.069,NA,NA,NA,NA,1.40799999237061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,23,"Tuesday",13
"3163",41374,"01:55:52","1",2014-04-02 01:55:52.111,NA,NA,NA,NA,18.9679999351501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,1,"Wednesday",14
"3164",41375,"04:15:51","1",2014-04-02 04:15:51.517,NA,NA,NA,NA,9.77100014686584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,4,"Wednesday",14
"3165",41376,"06:50:41","1",2014-04-02 06:50:41.267,NA,NA,NA,NA,9.83100008964539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,6,"Wednesday",14
"3166",41377,"07:30:02","1",2014-04-02 07:30:02.112,NA,NA,NA,NA,15.8949999809265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3167",41378,"07:31:09","1",2014-04-02 07:31:09.216,NA,NA,NA,NA,81.9809999465942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3168",41379,"07:32:48","1",2014-04-02 07:32:48.895,NA,NA,NA,NA,111.315999984741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3169",41380,"07:34:49","1",2014-04-02 07:34:49.187,NA,NA,NA,NA,45.8970000743866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3170",41381,"07:36:15","1",2014-04-02 07:36:15.789,NA,NA,NA,NA,13.8510000705719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3171",41382,"07:37:15","1",2014-04-02 07:37:15.441,NA,NA,NA,NA,54.1000001430511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3172",41383,"07:38:27","1",2014-04-02 07:38:27.053,NA,NA,NA,NA,6.26600003242493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3173",41384,"07:39:43","1",2014-04-02 07:39:43.319,NA,NA,NA,NA,6.09400010108948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3174",41385,"07:40:01","1",2014-04-02 07:40:01.927,NA,NA,NA,NA,6.1949999332428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3175",41386,"07:41:41","1",2014-04-02 07:41:41.099,NA,NA,NA,NA,7.28000020980835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3176",41387,"07:42:11","1",2014-04-02 07:42:11.907,NA,NA,NA,NA,412.477999925613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3177",41388,"07:58:26","1",2014-04-02 07:58:26.651,NA,NA,NA,NA,64.7879998683929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,7,"Wednesday",14
"3178",41389,"08:07:05","1",2014-04-02 08:07:05.703,NA,NA,NA,NA,0.868000030517578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3179",41390,"08:07:30","1",2014-04-02 08:07:30.717,NA,NA,NA,NA,10.0420000553131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3180",41391,"08:10:18","1",2014-04-02 08:10:18.819,NA,NA,NA,NA,149.25200009346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3181",41392,"08:13:00","1",2014-04-02 08:13:00.101,NA,NA,NA,NA,51.2239999771118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3182",41393,"08:29:17","1",2014-04-02 08:29:17.062,NA,NA,NA,NA,44.1210000514984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3183",41394,"08:38:06","1",2014-04-02 08:38:06.865,NA,NA,NA,NA,2.41400003433228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3184",41395,"08:42:26","1",2014-04-02 08:42:26.338,NA,NA,NA,NA,128.788000106812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3185",41396,"08:44:47","1",2014-04-02 08:44:47.028,NA,NA,NA,NA,76.8819999694824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3186",41397,"08:46:34","1",2014-04-02 08:46:34.413,NA,NA,NA,NA,6.42899990081787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3187",41398,"08:46:50","1",2014-04-02 08:46:50.088,NA,NA,NA,NA,96.9879999160767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3188",41399,"08:49:41","1",2014-04-02 08:49:41.286,NA,NA,NA,NA,2.26699995994568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3189",41400,"08:50:51","1",2014-04-02 08:50:51.709,NA,NA,NA,NA,1.86899995803833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3190",41401,"08:51:36","1",2014-04-02 08:51:36.97,NA,NA,NA,NA,1.46000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3191",41402,"08:53:50","1",2014-04-02 08:53:50.02,NA,NA,NA,NA,2.41200017929077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3192",41403,"08:55:22","1",2014-04-02 08:55:22.013,NA,NA,NA,NA,26.444000005722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3193",41404,"08:55:49","1",2014-04-02 08:55:49.89,NA,NA,NA,NA,29.1209998130798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3194",41405,"08:58:44","1",2014-04-02 08:58:44.759,NA,NA,NA,NA,6.89400005340576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,8,"Wednesday",14
"3195",41406,"09:03:59","1",2014-04-02 09:03:59.461,NA,NA,NA,NA,7.09300017356873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3196",41407,"09:10:01","1",2014-04-02 09:10:01.553,NA,NA,NA,NA,60.3480000495911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3197",41408,"09:11:36","1",2014-04-02 09:11:36.023,NA,NA,NA,NA,25.7039999961853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3198",41409,"09:12:06","1",2014-04-02 09:12:06.608,NA,NA,NA,NA,27.5750000476837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3199",41410,"09:12:38","1",2014-04-02 09:12:38.292,NA,NA,NA,NA,20.904000043869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3200",41411,"09:13:51","1",2014-04-02 09:13:51.371,NA,NA,NA,NA,17.1789999008179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3201",41412,"09:14:54","1",2014-04-02 09:14:54.545,NA,NA,NA,NA,17.3580000400543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3202",41413,"09:16:21","1",2014-04-02 09:16:21.914,NA,NA,NA,NA,63.8619999885559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3203",41414,"09:17:36","1",2014-04-02 09:17:36.875,NA,NA,NA,NA,55.4639999866486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3204",41415,"09:19:07","1",2014-04-02 09:19:07.315,NA,NA,NA,NA,87.3429999351501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3205",41416,"09:20:47","1",2014-04-02 09:20:47.5,NA,NA,NA,NA,32.433000087738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3206",41417,"09:22:18","1",2014-04-02 09:22:18.081,NA,NA,NA,NA,33.8559999465942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3207",41418,"09:23:31","1",2014-04-02 09:23:31.707,NA,NA,NA,NA,7.28999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3208",41419,"09:23:45","1",2014-04-02 09:23:45.953,NA,NA,NA,NA,48.6239998340607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3209",41420,"09:26:28","1",2014-04-02 09:26:28.091,NA,NA,NA,NA,7.2739999294281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3210",41421,"09:27:18","1",2014-04-02 09:27:18.105,NA,NA,NA,NA,8.17799997329712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3211",41422,"09:27:39","1",2014-04-02 09:27:39.145,NA,NA,NA,NA,2.3050000667572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3212",41423,"09:29:17","1",2014-04-02 09:29:17.095,NA,NA,NA,NA,286.447999954224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3213",41424,"09:34:12","1",2014-04-02 09:34:12.762,NA,NA,NA,NA,99.6239998340607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3214",41425,"09:35:58","1",2014-04-02 09:35:58.088,NA,NA,NA,NA,3.76200008392334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3215",41426,"09:36:05","1",2014-04-02 09:36:05.069,NA,NA,NA,NA,302.592000007629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3216",41427,"09:41:11","1",2014-04-02 09:41:11.573,NA,NA,NA,NA,760.742000102997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3217",41428,"09:53:55","1",2014-04-02 09:53:55.233,NA,NA,NA,NA,6.80299997329712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3218",41429,"09:54:31","1",2014-04-02 09:54:31.638,NA,NA,NA,NA,14.319000005722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
"3219",41430,"09:55:15","1",2014-04-02 09:55:15.177,NA,NA,NA,NA,2.05699992179871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
